94582dfd0163256b9ba66b217191b5d7	5476	NR_125332	3.17e-144	508	100	100.000	281
94582dfd0163256b9ba66b217191b5d7	241526	NR_138276	6.98e-140	494	100	98.932	281
94582dfd0163256b9ba66b217191b5d7	42374	NR_119386	9.10e-107	384	100	91.319	288
94582dfd0163256b9ba66b217191b5d7	271359	NR_151799	3.87e-86	315	100	84.752	282
94582dfd0163256b9ba66b217191b5d7	5482	NR_111250	1.76e-71	267	100	82.332	283
94582dfd0163256b9ba66b217191b5d7	434039	NR_111409	1.76e-71	266	100	79.715	281
94582dfd0163256b9ba66b217191b5d7	36914	NR_111593	6.14e-71	265	100	81.495	281
94582dfd0163256b9ba66b217191b5d7	1176388	NR_138302	2.61e-69	260	100	81.338	284
94582dfd0163256b9ba66b217191b5d7	52253	NR_137087	2.61e-69	259	100	81.139	281
94582dfd0163256b9ba66b217191b5d7	864349	NR_132909	9.11e-69	258	100	81.495	281
94582dfd0163256b9ba66b217191b5d7	694444	NR_151809	1.11e-67	254	100	81.533	287
94582dfd0163256b9ba66b217191b5d7	497110	NR_111470	1.11e-67	253	100	81.206	282
94582dfd0163256b9ba66b217191b5d7	434042	NR_111410	1.35e-66	251	100	80.851	282
94582dfd0163256b9ba66b217191b5d7	2126718	NR_173273	1.35e-66	250	100	80.851	282
94582dfd0163256b9ba66b217191b5d7	2315425	NR_164020	4.72e-66	249	100	80.496	282
94582dfd0163256b9ba66b217191b5d7	2126717	NR_173269	4.72e-66	248	100	79.859	283
94582dfd0163256b9ba66b217191b5d7	2859415	NR_173254	2.01e-64	243	100	80.427	281
94582dfd0163256b9ba66b217191b5d7	5486	NR_138345	2.45e-63	240	100	80.142	282
94582dfd0163256b9ba66b217191b5d7	434046	NR_111411	8.54e-63	238	100	79.381	291
94582dfd0163256b9ba66b217191b5d7	1701548	NR_158910	2.98e-62	235	100	79.359	281
03de5f5896c6815c01fb82e636a2d449	129132	NR_130667	3.17e-144	508	100	100.000	281
03de5f5896c6815c01fb82e636a2d449	82522	NR_073246	1.64e-141	499	100	99.288	281
03de5f5896c6815c01fb82e636a2d449	82518	NR_073252	5.73e-141	497	100	99.291	282
03de5f5896c6815c01fb82e636a2d449	1672016	NR_189368	1.18e-130	463	100	96.820	283
03de5f5896c6815c01fb82e636a2d449	5554	NR_073216	1.44e-129	459	100	96.466	283
03de5f5896c6815c01fb82e636a2d449	279325	NR_172214	1.75e-128	456	100	96.099	282
03de5f5896c6815c01fb82e636a2d449	879819	NR_154774	1.75e-128	455	100	96.140	285
03de5f5896c6815c01fb82e636a2d449	1895941	NR_073240	2.14e-127	452	100	95.745	282
03de5f5896c6815c01fb82e636a2d449	103366	NR_136947	7.46e-127	450	100	95.760	283
03de5f5896c6815c01fb82e636a2d449	1105093	NR_073230	2.00e-121	433	100	94.700	283
03de5f5896c6815c01fb82e636a2d449	387937	NR_154831	7.97e-114	407	100	92.334	287
03de5f5896c6815c01fb82e636a2d449	129131	NR_154752	2.78e-113	405	100	92.226	283
03de5f5896c6815c01fb82e636a2d449	1072107	NR_111547	7.47e-108	388	100	91.901	284
03de5f5896c6815c01fb82e636a2d449	105984	NR_073209	7.47e-108	388	100	91.901	284
03de5f5896c6815c01fb82e636a2d449	1078943	NR_153975	7.47e-108	387	100	91.197	284
03de5f5896c6815c01fb82e636a2d449	192250	NR_077100	7.47e-108	387	100	91.549	284
03de5f5896c6815c01fb82e636a2d449	457529	NR_137042	1.11e-105	379	100	90.526	285
03de5f5896c6815c01fb82e636a2d449	252803	NR_073335	1.35e-104	376	100	90.141	284
03de5f5896c6815c01fb82e636a2d449	879818	NR_154671	4.71e-104	374	100	90.175	285
03de5f5896c6815c01fb82e636a2d449	82526	NR_073261	4.71e-104	374	100	90.845	284
a18789fb47a3a707fd63fa3b4051fac8	5207	NR_130682	3.17e-144	508	100	100.000	281
a18789fb47a3a707fd63fa3b4051fac8	5207	NR_171785	3.17e-144	508	100	100.000	281
a18789fb47a3a707fd63fa3b4051fac8	37769	NR_165941	4.70e-142	501	100	99.645	282
a18789fb47a3a707fd63fa3b4051fac8	552467	NR_190908	5.73e-141	497	100	99.291	282
a18789fb47a3a707fd63fa3b4051fac8	5619;104669	NR_111372	9.09e-126	446	100	95.730	281
a18789fb47a3a707fd63fa3b4051fac8	1859122	NR_190909	3.62e-118	422	84	99.576	236
a18789fb47a3a707fd63fa3b4051fac8	1859096	NR_190910	3.62e-118	422	84	99.576	236
a18789fb47a3a707fd63fa3b4051fac8	564305	NR_165977	9.72e-94	341	100	87.413	286
a18789fb47a3a707fd63fa3b4051fac8	4975	NR_073257	9.72e-94	341	100	87.413	286
a18789fb47a3a707fd63fa3b4051fac8	89924	NR_073210	1.18e-92	336	100	86.942	291
a18789fb47a3a707fd63fa3b4051fac8	453459	NR_111269	1.76e-90	329	100	86.552	290
a18789fb47a3a707fd63fa3b4051fac8	463800	NR_073332	2.14e-89	326	100	86.159	289
a18789fb47a3a707fd63fa3b4051fac8	324769	NR_111373	2.14e-89	325	100	86.411	287
a18789fb47a3a707fd63fa3b4051fac8	2878307	NR_174641	7.47e-89	324	100	85.764	288
a18789fb47a3a707fd63fa3b4051fac8	324770	NR_111374	7.47e-89	324	100	86.111	288
a18789fb47a3a707fd63fa3b4051fac8	2877729	NR_174734	3.18e-87	319	100	85.764	288
a18789fb47a3a707fd63fa3b4051fac8	2201231	NR_170734	1.35e-85	314	100	84.880	291
a18789fb47a3a707fd63fa3b4051fac8	1734106	NR_156242	1.54e-78	289	100	83.681	288
a18789fb47a3a707fd63fa3b4051fac8	1247712	NR_197462	7.99e-76	280	94	84.133	271
a18789fb47a3a707fd63fa3b4051fac8	1268659	NR_119822	7.99e-76	280	92	84.586	266
77af6915246bc6753bf0513efd3804c2	254877;293375	NR_103695	3.17e-144	508	100	100.000	281
77af6915246bc6753bf0513efd3804c2	1303720	NR_111812	3.17e-144	508	100	100.000	281
77af6915246bc6753bf0513efd3804c2	5076;1304711;1304713	NR_077145	3.17e-144	508	100	100.000	281
77af6915246bc6753bf0513efd3804c2	60168	NR_160219	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	1882269	NR_153267	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	60167	NR_163529	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	69793;70105	NR_121257	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	2606546	NR_172392	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	60175	NR_103694	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	268347	NR_111816	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	1304712	NR_111820	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	1304694	NR_111813	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	5078	NR_103692	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	1108849	NR_111815	1.35e-142	503	100	99.644	281
77af6915246bc6753bf0513efd3804c2	36648	NR_163544	1.64e-141	499	100	99.288	281
77af6915246bc6753bf0513efd3804c2	1792511	NR_144866	1.64e-141	499	100	99.288	281
77af6915246bc6753bf0513efd3804c2	293382	NR_137883	1.64e-141	499	100	99.288	281
77af6915246bc6753bf0513efd3804c2	293560	NR_137882	1.64e-141	499	100	99.288	281
77af6915246bc6753bf0513efd3804c2	1882267	NR_144844	1.64e-141	499	100	99.288	281
77af6915246bc6753bf0513efd3804c2	60134	NR_119496	1.64e-141	499	100	99.288	281
780933a320c8e557970d7d3bb1a87d12	5478	NR_130691	1.68e-167	585	100	100.000	324
780933a320c8e557970d7d3bb1a87d12	273131	NR_136973	1.30e-48	191	61	94.488	127
780933a320c8e557970d7d3bb1a87d12	273131	NR_136973	6.73e-08	55.4	61	90.000	40
780933a320c8e557970d7d3bb1a87d12	273131	NR_136973	0.005	39.2	61	87.879	33
780933a320c8e557970d7d3bb1a87d12	1040648	NR_154963	6.72e-46	181	61	93.548	124
780933a320c8e557970d7d3bb1a87d12	1040648	NR_154963	8.20e-07	52.7	61	89.362	47
780933a320c8e557970d7d3bb1a87d12	1040648	NR_154963	0.018	37.4	61	92.593	27
