80656d9a953b600388a8d5b3284216b9	900006	NR_125332	1.58e-78	278	100
6092927047fe7a692354e4fd7c745e4c	900010	NR_130667	1.03e-85	302	100
d0dd260d0fe8cfb01289969e39422e98	900002	NR_171785	3.03e-91	320	100
2d783fc0a24c9350fd6e4c008ade61f1	900004	NR_077145	1.03e-85	302	100
2d783fc0a24c9350fd6e4c008ade61f1	900001	NR_121481	1.37e-64	231	96
83da93600831577d6f76875ba26d9661	900007	NR_130691	3.03e-91	320	100
ec1984762c2def53d14e8559d502eb63	900009	NR_111007	5.07e-89	313	100
e6042d9d33d4676b7a7d6c7d232be5b0	900001	NR_121481	8.06e-87	305	100
e6042d9d33d4676b7a7d6c7d232be5b0	900004	NR_077145	1.39e-64	231	94
6ad6916c8792e0521d8ebf5ef3aeed16	900003	NR_144900	3.03e-91	320	100
abc7679572c0b1ba3de8661e079cb062	900010	NR_130667	3.88e-60	217	92
ed3e9912ffac4094303328fb6a4ea10c	900005	NR_130690	6.44e-88	309	100
98906e38db8e05a595f3c0efb3021003	900004	NR_077145	1.34e-64	231	100
98906e38db8e05a595f3c0efb3021003	900001	NR_121481	6.29e-58	209	98
f1c57273935879d23965899d63727f74	900004	NR_077145	1.10e-40	152	100
f1c57273935879d23965899d63727f74	900001	NR_121481	2.39e-37	141	87
b9c4559032ad8182443254a9dcf649dc	900009	NR_111007	2.36e-87	307	100
ef7cf9848db5544fe03fb7d411336533	900006	NR_125332	1.72e-43	161	76
5c3158d98ae7185c37026511e5dbdb2c	900004	NR_077145	1.36e-49	182	87
508bc8790f22bd6e6e7d77dbf30759fa	900002	NR_171785	1.41e-89	315	100
44a05b01f5f5bea58a5e3a13e14d59fc	900001	NR_121481	5.22e-59	213	99
44a05b01f5f5bea58a5e3a13e14d59fc	900004	NR_077145	1.46e-54	198	95
91ed5a72b201f13a385a89abeee5e191	900004	NR_077145	8.31e-27	106	71
91ed5a72b201f13a385a89abeee5e191	900001	NR_121481	5.00e-24	97.1	67
54f44042aa65835826eb2207758c96d9	900001	NR_121481	1.11e-65	235	91
54f44042aa65835826eb2207758c96d9	900004	NR_077145	1.88e-58	211	98
b930655cdbda2d0f0758d5276c15600d	900004	NR_077145	6.45e-63	226	93
b930655cdbda2d0f0758d5276c15600d	900001	NR_121481	8.35e-62	222	93
6143c50035fe5fc5272475693b56bdf1	900006	NR_125332	1.58e-78	278	100
6143c50035fe5fc5272475693b56bdf1	900007	NR_130691	2.82e-31	121	61
6143c50035fe5fc5272475693b56bdf1	900003	NR_144900	3.68e-25	100	46
6143c50035fe5fc5272475693b56bdf1	900005	NR_130690	1.03e-20	86.1	51
3aff115ea9dc889997fec9ab39973349	900010	NR_130667	1.03e-85	302	100
0b16710fc341de52d3db3a987523142b	900001	NR_121481	8.56e-67	239	91
0b16710fc341de52d3db3a987523142b	900004	NR_077145	4.01e-60	217	98
d41474f8e49115abf6f296e3fee6b8b1	900001	NR_121481	2.35e-57	207	87
d41474f8e49115abf6f296e3fee6b8b1	900004	NR_077145	1.43e-49	182	87
12da108a541069a69ac639ae2edcd700	900006	NR_125332	7.37e-77	272	100
88bfe70998cfd35a12a909620792688a	900004	NR_077145	1.03e-85	302	100
88bfe70998cfd35a12a909620792688a	900001	NR_121481	4.82e-79	279	100
287262dba4d69007a0d2f229a8d6e234	900002	NR_171785	3.03e-91	320	100
cadc4e9f5f1990bd77f040b0e7bc7ebd	900007	NR_130691	3.03e-91	320	100
d05459c8d61194d8dcde4757fe7ae0fb	900006	NR_125332	7.37e-77	272	100
4633194a0263db268947d953c3df2544	900002	NR_171785	1.41e-89	315	100
6bc0377ff54d84a0270fdb17ac5ddf05	900008	NR_111475	3.03e-91	320	100
d97e529002843bf4f22d9f84f696902d	900010	NR_130667	4.79e-84	296	100
7bae5c3eda249b5e319a1c10b526375b	900004	NR_077145	4.79e-84	296	100
7bae5c3eda249b5e319a1c10b526375b	900001	NR_121481	6.37e-63	226	96
5c36e4197af8694525d815e3fcfb8e1b	900010	NR_130667	4.79e-84	296	100
0adfbaa4d24ec21c5bd7da91cc36bf83	900009	NR_111007	3.03e-91	320	100
